25.466666 0.000110 2.023189 23.443367 6 2048
27.472155 0.000106 5.933668 21.538381 6 2048
230.077587 0.000111 8.278959 221.798517 6 4096
231.149261 0.000106 8.239707 222.909448 6 4096
243.552492 0.000110 8.244089 235.308293 6 4096
236.781894 0.000108 8.292561 228.489225 6 4096
239.059035 0.000110 7.189398 231.869527 6 4096
0.409318 0.000111 0.144977 0.264230 7 512
0.410511 0.000109 0.144542 0.265860 7 512
0.296148 0.000110 0.132776 0.163262 7 512
0.372407 0.000112 0.145241 0.227054 7 512
0.402934 0.000041 0.140117 0.262776 7 512
2.651204 0.000110 0.577410 2.073684 7 1024
2.557827 0.000109 0.574430 1.983288 7 1024
2.670260 0.000107 0.567508 2.102645 7 1024
2.496608 0.000111 0.508486 1.988011 7 1024
2.559656 0.000107 0.571536 1.988013 7 1024
23.801141 0.000110 2.305048 21.495983 7 2048
24.522077 0.000042 2.287391 22.234644 7 2048
23.401096 0.000107 2.185559 21.215430 7 2048
23.721030 0.000111 2.321814 21.399105 7 2048
23.199103 0.000111 2.302102 20.896890 7 2048
229.199931 0.000112 8.672833 220.526986 7 4096
236.136714 0.000110 9.393426 226.743178 7 4096
232.316651 0.000111 9.414184 222.902356 7 4096
228.556621 0.000059 7.576581 220.979981 7 4096
229.359921 0.000111 8.709028 220.650782 7 4096
0.379132 0.000109 0.142052 0.236971 8 512
0.361423 0.000042 0.124993 0.236388 8 512
0.374160 0.000041 0.138585 0.235534 8 512
0.377350 0.000041 0.143267 0.234042 8 512
0.376539 0.000041 0.141153 0.235345 8 512
2.493726 0.000042 0.573044 1.920640 8 1024
2.487211 0.000038 0.555954 1.931219 8 1024
2.549536 0.000040 0.570271 1.979225 8 1024
2.477715 0.000111 0.560192 1.917412 8 1024
2.532848 0.000042 0.569173 1.963633 8 1024
22.070898 0.000041 2.250390 19.820467 8 2048
22.800317 0.000111 2.235288 20.564918 8 2048
21.073149 0.000111 1.924355 19.148683 8 2048
21.670780 0.000110 2.222007 19.448663 8 2048
22.346530 0.000111 2.265017 20.081402 8 2048
224.243891 0.000056 9.017539 215.226296 8 4096
223.506995 0.000059 8.838157 214.668779 8 4096
223.780894 0.000112 9.025536 214.755246 8 4096
225.581248 0.000111 8.962056 216.619081 8 4096
223.243082 0.000113 8.923053 214.319916 8 4096
